2026-04-15 16:07:28,546 | INFO | [API START] model=Qwen/Qwen3-VL-32B-Thinking url=https://api.siliconflow.cn/v1/chat/completions msg_count=2 temperature=0.3 max_tokens=512
2026-04-15 18:31:07,825 | INFO | [API ATTEMPT 1/3] base64_len=111660
2026-04-15 18:31:24,305 | INFO | [API SUCCESS] attempt=1 result_len=7
2026-04-15 18:31:24,313 | INFO | [API START] model=Qwen/Qwen3-VL-32B-Thinking url=https://api.siliconflow.cn/v1/chat/completions msg_count=2 temperature=0.3 max_tokens=512
2026-04-15 18:31:24,313 | INFO | [API ATTEMPT 1/3] base64_len=31004
2026-04-15 18:31:25,792 | INFO | [API SUCCESS] attempt=1 result_len=7
2026-04-15 18:31:25,793 | INFO | [API START] model=Qwen/Qwen3-VL-32B-Thinking url=https://api.siliconflow.cn/v1/chat/completions msg_count=2 temperature=0.3 max_tokens=512
2026-04-15 18:31:25,793 | INFO | [API ATTEMPT 1/3] base64_len=62144
2026-04-15 18:31:37,207 | INFO | [API SUCCESS] attempt=1 result_len=7
2026-04-15 18:31:37,209 | INFO | [API START] model=Qwen/Qwen3-VL-32B-Thinking url=https://api.siliconflow.cn/v1/chat/completions msg_count=2 temperature=0.3 max_tokens=512
2026-04-15 18:31:37,209 | INFO | [API ATTEMPT 1/3] base64_len=36012
2026-04-15 18:31:43,768 | INFO | [API SUCCESS] attempt=1 result_len=7
2026-04-15 18:31:43,769 | INFO | [API START] model=Qwen/Qwen3-VL-32B-Thinking url=https://api.siliconflow.cn/v1/chat/completions msg_count=2 temperature=0.3 max_tokens=512
2026-04-15 18:31:43,769 | INFO | [API ATTEMPT 1/3] base64_len=49436
2026-04-15 18:31:54,325 | INFO | [API SUCCESS] attempt=1 result_len=7
2026-04-15 18:31:54,328 | INFO | [API START] model=Qwen/Qwen3-VL-32B-Thinking url=https://api.siliconflow.cn/v1/chat/completions msg_count=2 temperature=0.3 max_tokens=512
2026-04-15 18:31:54,328 | INFO | [API ATTEMPT 1/3] base64_len=68788
2026-04-15 18:31:58,627 | INFO | [API SUCCESS] attempt=1 result_len=7
2026-04-15 18:31:58,628 | INFO | [API START] model=Qwen/Qwen3-VL-32B-Thinking url=https://api.siliconflow.cn/v1/chat/completions msg_count=2 temperature=0.3 max_tokens=512
2026-04-15 18:31:58,629 | INFO | [API ATTEMPT 1/3] base64_len=65892
2026-04-15 18:32:12,798 | INFO | [API SUCCESS] attempt=1 result_len=7
2026-04-15 18:32:12,801 | INFO | [API START] model=Qwen/Qwen3-VL-32B-Thinking url=https://api.siliconflow.cn/v1/chat/completions msg_count=2 temperature=0.3 max_tokens=512
2026-04-15 18:32:12,801 | INFO | [API ATTEMPT 1/3] base64_len=43696
2026-04-15 18:32:20,327 | INFO | [API SUCCESS] attempt=1 result_len=7
2026-04-15 18:32:20,327 | INFO | [API START] model=Qwen/Qwen3-VL-32B-Thinking url=https://api.siliconflow.cn/v1/chat/completions msg_count=2 temperature=0.3 max_tokens=512
2026-04-15 18:32:20,328 | INFO | [API ATTEMPT 1/3] base64_len=11752
2026-04-15 18:32:22,189 | INFO | [API SUCCESS] attempt=1 result_len=7
2026-04-15 18:32:22,194 | INFO | [API START] model=Qwen/Qwen3-VL-32B-Thinking url=https://api.siliconflow.cn/v1/chat/completions msg_count=2 temperature=0.3 max_tokens=512
2026-04-15 18:32:22,194 | INFO | [API ATTEMPT 1/3] base64_len=34200
2026-04-15 18:32:39,831 | INFO | [API SUCCESS] attempt=1 result_len=7
2026-04-15 18:32:39,836 | INFO | [API START] model=Qwen/Qwen3-VL-32B-Thinking url=https://api.siliconflow.cn/v1/chat/completions msg_count=2 temperature=0.3 max_tokens=512
2026-04-15 18:32:39,836 | INFO | [API ATTEMPT 1/3] base64_len=11840
2026-04-15 18:32:49,870 | INFO | [API SUCCESS] attempt=1 result_len=7
2026-04-15 18:32:49,893 | INFO | [API START] model=Qwen/Qwen3-VL-32B-Thinking url=https://api.siliconflow.cn/v1/chat/completions msg_count=2 temperature=0.3 max_tokens=512
2026-04-15 18:32:49,893 | INFO | [API ATTEMPT 1/3] base64_len=27672
2026-04-15 18:32:52,658 | INFO | [API SUCCESS] attempt=1 result_len=7
2026-04-15 18:32:52,675 | INFO | [API START] model=Qwen/Qwen3-VL-32B-Thinking url=https://api.siliconflow.cn/v1/chat/completions msg_count=2 temperature=0.3 max_tokens=512
2026-04-15 18:32:52,675 | INFO | [API ATTEMPT 1/3] base64_len=37984
2026-04-15 18:33:22,078 | INFO | [API SUCCESS] attempt=1 result_len=7
2026-04-15 18:33:22,081 | INFO | [API START] model=Qwen/Qwen3-VL-32B-Thinking url=https://api.siliconflow.cn/v1/chat/completions msg_count=2 temperature=0.3 max_tokens=512
2026-04-15 18:33:22,081 | INFO | [API ATTEMPT 1/3] base64_len=21996
2026-04-15 18:33:30,058 | INFO | [API SUCCESS] attempt=1 result_len=7
2026-04-15 18:33:30,068 | INFO | [API START] model=Qwen/Qwen3-VL-32B-Thinking url=https://api.siliconflow.cn/v1/chat/completions msg_count=2 temperature=0.3 max_tokens=512
2026-04-15 18:33:30,069 | INFO | [API ATTEMPT 1/3] base64_len=46088
2026-04-15 18:33:51,470 | INFO | [API SUCCESS] attempt=1 result_len=7
2026-04-15 18:33:51,476 | INFO | [API START] model=Qwen/Qwen3-VL-32B-Thinking url=https://api.siliconflow.cn/v1/chat/completions msg_count=2 temperature=0.3 max_tokens=512
2026-04-15 18:33:51,476 | INFO | [API ATTEMPT 1/3] base64_len=11988
2026-04-15 18:34:09,953 | INFO | [API SUCCESS] attempt=1 result_len=7
2026-04-15 18:34:09,957 | INFO | [API START] model=Qwen/Qwen3-VL-32B-Thinking url=https://api.siliconflow.cn/v1/chat/completions msg_count=2 temperature=0.3 max_tokens=512
2026-04-15 18:34:09,957 | INFO | [API ATTEMPT 1/3] base64_len=17592
2026-04-15 18:34:38,018 | INFO | [API SUCCESS] attempt=1 result_len=7
2026-04-15 18:34:38,032 | INFO | [API START] model=Qwen/Qwen3-VL-32B-Thinking url=https://api.siliconflow.cn/v1/chat/completions msg_count=2 temperature=0.3 max_tokens=512
2026-04-15 18:34:38,032 | INFO | [API ATTEMPT 1/3] base64_len=7904
2026-04-15 18:34:40,995 | INFO | [API SUCCESS] attempt=1 result_len=5
2026-04-15 18:34:41,015 | INFO | [API START] model=Qwen/Qwen3-VL-32B-Thinking url=https://api.siliconflow.cn/v1/chat/completions msg_count=2 temperature=0.3 max_tokens=512
2026-04-15 18:34:41,015 | INFO | [API ATTEMPT 1/3] base64_len=54812
2026-04-15 18:34:42,070 | INFO | [API SUCCESS] attempt=1 result_len=7
2026-04-15 18:34:42,114 | INFO | [API START] model=Qwen/Qwen3-VL-32B-Thinking url=https://api.siliconflow.cn/v1/chat/completions msg_count=2 temperature=0.3 max_tokens=512
2026-04-15 18:34:42,114 | INFO | [API ATTEMPT 1/3] base64_len=161468
2026-04-15 18:34:46,692 | INFO | [API SUCCESS] attempt=1 result_len=5
2026-04-15 18:34:46,697 | INFO | [API START] model=Qwen/Qwen3-VL-32B-Thinking url=https://api.siliconflow.cn/v1/chat/completions msg_count=2 temperature=0.3 max_tokens=512
2026-04-15 18:34:46,697 | INFO | [API ATTEMPT 1/3] base64_len=190100
2026-04-15 18:34:49,907 | ERROR | [API TIMEOUT] attempt=1 error=HTTPSConnectionPool(host='api.siliconflow.cn', port=443): Read timed out. (read timeout=120)
2026-04-15 18:34:50,908 | INFO | [API ATTEMPT 2/3] base64_len=27672
2026-04-15 18:34:51,263 | INFO | [API SUCCESS] attempt=1 result_len=7
2026-04-15 18:34:51,265 | INFO | [API START] model=Qwen/Qwen3-VL-32B-Thinking url=https://api.siliconflow.cn/v1/chat/completions msg_count=2 temperature=0.3 max_tokens=512
2026-04-15 18:34:51,266 | INFO | [API ATTEMPT 1/3] base64_len=28652
2026-04-15 18:35:15,046 | INFO | [API SUCCESS] attempt=1 result_len=7
2026-04-15 18:35:15,048 | INFO | [API START] model=Qwen/Qwen3-VL-32B-Thinking url=https://api.siliconflow.cn/v1/chat/completions msg_count=2 temperature=0.3 max_tokens=512
2026-04-15 18:35:15,048 | INFO | [API ATTEMPT 1/3] base64_len=13012
2026-04-15 18:35:17,428 | INFO | [API SUCCESS] attempt=2 result_len=5
2026-04-15 18:35:17,432 | INFO | [API START] model=Qwen/Qwen3-VL-32B-Thinking url=https://api.siliconflow.cn/v1/chat/completions msg_count=2 temperature=0.3 max_tokens=512
2026-04-15 18:35:17,432 | INFO | [API ATTEMPT 1/3] base64_len=18152
2026-04-15 18:35:23,676 | INFO | [API SUCCESS] attempt=1 result_len=5
2026-04-15 18:35:23,679 | INFO | [API START] model=Qwen/Qwen3-VL-32B-Thinking url=https://api.siliconflow.cn/v1/chat/completions msg_count=2 temperature=0.3 max_tokens=512
2026-04-15 18:35:23,679 | INFO | [API ATTEMPT 1/3] base64_len=123168
2026-04-15 18:35:30,817 | INFO | [API SUCCESS] attempt=1 result_len=7
2026-04-15 18:35:30,830 | INFO | [API START] model=Qwen/Qwen3-VL-32B-Thinking url=https://api.siliconflow.cn/v1/chat/completions msg_count=2 temperature=0.3 max_tokens=512
2026-04-15 18:35:30,831 | INFO | [API ATTEMPT 1/3] base64_len=157832
2026-04-15 18:35:38,596 | INFO | [API SUCCESS] attempt=1 result_len=7
2026-04-15 18:35:38,599 | INFO | [API START] model=Qwen/Qwen3-VL-32B-Thinking url=https://api.siliconflow.cn/v1/chat/completions msg_count=2 temperature=0.3 max_tokens=512
2026-04-15 18:35:38,599 | INFO | [API ATTEMPT 1/3] base64_len=5952
2026-04-15 18:35:41,234 | INFO | [API SUCCESS] attempt=1 result_len=5
2026-04-15 18:35:41,237 | INFO | [API START] model=Qwen/Qwen3-VL-32B-Thinking url=https://api.siliconflow.cn/v1/chat/completions msg_count=2 temperature=0.3 max_tokens=512
2026-04-15 18:35:41,238 | INFO | [API ATTEMPT 1/3] base64_len=48096
2026-04-15 18:35:43,866 | INFO | [API SUCCESS] attempt=1 result_len=5
2026-04-15 18:35:43,876 | INFO | [API START] model=Qwen/Qwen3-VL-32B-Thinking url=https://api.siliconflow.cn/v1/chat/completions msg_count=2 temperature=0.3 max_tokens=512
2026-04-15 18:35:43,877 | INFO | [API ATTEMPT 1/3] base64_len=6336
2026-04-15 18:36:08,459 | INFO | [API SUCCESS] attempt=1 result_len=5
2026-04-15 18:36:08,469 | INFO | [API START] model=Qwen/Qwen3-VL-32B-Thinking url=https://api.siliconflow.cn/v1/chat/completions msg_count=2 temperature=0.3 max_tokens=512
2026-04-15 18:36:08,469 | INFO | [API ATTEMPT 1/3] base64_len=124340
2026-04-15 18:36:13,183 | INFO | [API SUCCESS] attempt=1 result_len=7
2026-04-15 18:36:13,186 | INFO | [API START] model=Qwen/Qwen3-VL-32B-Thinking url=https://api.siliconflow.cn/v1/chat/completions msg_count=2 temperature=0.3 max_tokens=512
2026-04-15 18:36:13,186 | INFO | [API ATTEMPT 1/3] base64_len=99352
2026-04-15 18:36:25,888 | INFO | [API SUCCESS] attempt=1 result_len=7
2026-04-15 18:36:25,893 | INFO | [API START] model=Qwen/Qwen3-VL-32B-Thinking url=https://api.siliconflow.cn/v1/chat/completions msg_count=2 temperature=0.3 max_tokens=512
2026-04-15 18:36:25,893 | INFO | [API ATTEMPT 1/3] base64_len=61624
2026-04-15 18:36:29,808 | INFO | [API SUCCESS] attempt=1 result_len=6
2026-04-15 18:36:29,813 | INFO | [API START] model=Qwen/Qwen3-VL-32B-Thinking url=https://api.siliconflow.cn/v1/chat/completions msg_count=2 temperature=0.3 max_tokens=512
2026-04-15 18:36:29,814 | INFO | [API ATTEMPT 1/3] base64_len=64796
2026-04-15 18:36:32,658 | INFO | [API SUCCESS] attempt=1 result_len=7
2026-04-15 18:36:32,663 | INFO | [API START] model=Qwen/Qwen3-VL-32B-Thinking url=https://api.siliconflow.cn/v1/chat/completions msg_count=2 temperature=0.3 max_tokens=512
2026-04-15 18:36:32,663 | INFO | [API ATTEMPT 1/3] base64_len=23948
2026-04-15 18:36:33,620 | INFO | [API SUCCESS] attempt=1 result_len=7
2026-04-15 18:36:33,620 | INFO | [API START] model=Qwen/Qwen3-VL-32B-Thinking url=https://api.siliconflow.cn/v1/chat/completions msg_count=2 temperature=0.3 max_tokens=512
2026-04-15 18:36:33,621 | INFO | [API ATTEMPT 1/3] base64_len=11436
2026-04-15 18:36:52,120 | INFO | [API SUCCESS] attempt=1 result_len=7
2026-04-15 18:36:52,127 | INFO | [API START] model=Qwen/Qwen3-VL-32B-Thinking url=https://api.siliconflow.cn/v1/chat/completions msg_count=2 temperature=0.3 max_tokens=512
2026-04-15 18:36:52,128 | INFO | [API ATTEMPT 1/3] base64_len=34404
2026-04-15 18:36:56,655 | INFO | [API SUCCESS] attempt=1 result_len=7
2026-04-15 18:36:56,663 | INFO | [API START] model=Qwen/Qwen3-VL-32B-Thinking url=https://api.siliconflow.cn/v1/chat/completions msg_count=2 temperature=0.3 max_tokens=512
2026-04-15 18:36:56,663 | INFO | [API ATTEMPT 1/3] base64_len=86540
2026-04-15 18:36:57,824 | INFO | [API SUCCESS] attempt=1 result_len=7
2026-04-15 18:36:57,827 | INFO | [API START] model=Qwen/Qwen3-VL-32B-Thinking url=https://api.siliconflow.cn/v1/chat/completions msg_count=2 temperature=0.3 max_tokens=512
2026-04-15 18:36:57,827 | INFO | [API ATTEMPT 1/3] base64_len=71752
2026-04-15 18:37:01,392 | INFO | [API SUCCESS] attempt=1 result_len=7
2026-04-15 18:37:01,393 | INFO | [API START] model=Qwen/Qwen3-VL-32B-Thinking url=https://api.siliconflow.cn/v1/chat/completions msg_count=2 temperature=0.3 max_tokens=512
2026-04-15 18:37:01,393 | INFO | [API ATTEMPT 1/3] base64_len=47680
2026-04-15 18:37:01,733 | INFO | [API SUCCESS] attempt=1 result_len=7
2026-04-15 18:37:01,734 | INFO | [API START] model=Qwen/Qwen3-VL-32B-Thinking url=https://api.siliconflow.cn/v1/chat/completions msg_count=2 temperature=0.3 max_tokens=512
2026-04-15 18:37:01,734 | INFO | [API ATTEMPT 1/3] base64_len=7880
2026-04-15 18:37:11,687 | INFO | [API SUCCESS] attempt=1 result_len=7
2026-04-15 18:37:11,692 | INFO | [API START] model=Qwen/Qwen3-VL-32B-Thinking url=https://api.siliconflow.cn/v1/chat/completions msg_count=2 temperature=0.3 max_tokens=512
2026-04-15 18:37:11,692 | INFO | [API ATTEMPT 1/3] base64_len=69316
2026-04-15 18:37:22,847 | INFO | [API SUCCESS] attempt=1 result_len=7
2026-04-15 18:37:22,852 | INFO | [API START] model=Qwen/Qwen3-VL-32B-Thinking url=https://api.siliconflow.cn/v1/chat/completions msg_count=2 temperature=0.3 max_tokens=512
2026-04-15 18:37:22,852 | INFO | [API ATTEMPT 1/3] base64_len=77472
2026-04-15 18:37:23,601 | INFO | [API SUCCESS] attempt=1 result_len=7
2026-04-15 18:37:23,603 | INFO | [API START] model=Qwen/Qwen3-VL-32B-Thinking url=https://api.siliconflow.cn/v1/chat/completions msg_count=2 temperature=0.3 max_tokens=512
2026-04-15 18:37:23,603 | INFO | [API ATTEMPT 1/3] base64_len=67252
2026-04-15 18:37:45,095 | INFO | [API SUCCESS] attempt=1 result_len=7
2026-04-15 18:37:45,103 | INFO | [API START] model=Qwen/Qwen3-VL-32B-Thinking url=https://api.siliconflow.cn/v1/chat/completions msg_count=2 temperature=0.3 max_tokens=512
2026-04-15 18:37:45,103 | INFO | [API ATTEMPT 1/3] base64_len=73100
2026-04-15 18:37:51,313 | INFO | [API SUCCESS] attempt=1 result_len=5
2026-04-15 18:37:51,318 | INFO | [API START] model=Qwen/Qwen3-VL-32B-Thinking url=https://api.siliconflow.cn/v1/chat/completions msg_count=2 temperature=0.3 max_tokens=512
2026-04-15 18:37:51,318 | INFO | [API ATTEMPT 1/3] base64_len=23608
2026-04-15 18:37:52,888 | INFO | [API SUCCESS] attempt=1 result_len=7
2026-04-15 18:37:52,888 | INFO | [API START] model=Qwen/Qwen3-VL-32B-Thinking url=https://api.siliconflow.cn/v1/chat/completions msg_count=2 temperature=0.3 max_tokens=512
2026-04-15 18:37:52,888 | INFO | [API ATTEMPT 1/3] base64_len=21460
2026-04-15 18:37:53,877 | INFO | [API SUCCESS] attempt=1 result_len=7
2026-04-15 18:37:53,879 | INFO | [API START] model=Qwen/Qwen3-VL-32B-Thinking url=https://api.siliconflow.cn/v1/chat/completions msg_count=2 temperature=0.3 max_tokens=512
2026-04-15 18:37:53,879 | INFO | [API ATTEMPT 1/3] base64_len=16436
2026-04-15 18:37:55,764 | INFO | [API SUCCESS] attempt=1 result_len=5
2026-04-15 18:37:55,768 | INFO | [API START] model=Qwen/Qwen3-VL-32B-Thinking url=https://api.siliconflow.cn/v1/chat/completions msg_count=2 temperature=0.3 max_tokens=512
2026-04-15 18:37:55,770 | INFO | [API ATTEMPT 1/3] base64_len=19048
2026-04-15 18:38:19,302 | INFO | [API SUCCESS] attempt=1 result_len=7
2026-04-15 18:38:19,306 | INFO | [API START] model=Qwen/Qwen3-VL-32B-Thinking url=https://api.siliconflow.cn/v1/chat/completions msg_count=2 temperature=0.3 max_tokens=512
2026-04-15 18:38:19,306 | INFO | [API ATTEMPT 1/3] base64_len=40836
2026-04-15 18:38:47,474 | INFO | [API SUCCESS] attempt=1 result_len=7
2026-04-15 18:38:47,476 | INFO | [API START] model=Qwen/Qwen3-VL-32B-Thinking url=https://api.siliconflow.cn/v1/chat/completions msg_count=2 temperature=0.3 max_tokens=512
2026-04-15 18:38:47,476 | INFO | [API ATTEMPT 1/3] base64_len=11580
2026-04-15 18:38:51,411 | INFO | [API SUCCESS] attempt=1 result_len=5
2026-04-15 18:38:51,415 | INFO | [API START] model=Qwen/Qwen3-VL-32B-Thinking url=https://api.siliconflow.cn/v1/chat/completions msg_count=2 temperature=0.3 max_tokens=512
2026-04-15 18:38:51,415 | INFO | [API ATTEMPT 1/3] base64_len=26016
2026-04-15 18:39:12,186 | INFO | [API SUCCESS] attempt=1 result_len=7
2026-04-15 18:39:12,190 | INFO | [API START] model=Qwen/Qwen3-VL-32B-Thinking url=https://api.siliconflow.cn/v1/chat/completions msg_count=2 temperature=0.3 max_tokens=512
2026-04-15 18:39:12,191 | INFO | [API ATTEMPT 1/3] base64_len=18272
2026-04-15 18:39:28,262 | INFO | [API SUCCESS] attempt=1 result_len=7
2026-04-15 18:39:28,268 | INFO | [API START] model=Qwen/Qwen3-VL-32B-Thinking url=https://api.siliconflow.cn/v1/chat/completions msg_count=2 temperature=0.3 max_tokens=512
2026-04-15 18:39:28,268 | INFO | [API ATTEMPT 1/3] base64_len=14656
2026-04-15 18:39:39,843 | INFO | [API SUCCESS] attempt=1 result_len=7
2026-04-15 18:39:39,853 | INFO | [API START] model=Qwen/Qwen3-VL-32B-Thinking url=https://api.siliconflow.cn/v1/chat/completions msg_count=2 temperature=0.3 max_tokens=512
2026-04-15 18:39:39,853 | INFO | [API ATTEMPT 1/3] base64_len=26320
2026-04-15 18:39:51,562 | INFO | [API SUCCESS] attempt=1 result_len=7
2026-04-15 18:39:51,563 | INFO | [API START] model=Qwen/Qwen3-VL-32B-Thinking url=https://api.siliconflow.cn/v1/chat/completions msg_count=2 temperature=0.3 max_tokens=512
2026-04-15 18:39:51,564 | INFO | [API ATTEMPT 1/3] base64_len=3812
2026-04-15 18:39:52,902 | ERROR | [API TIMEOUT] attempt=1 error=HTTPSConnectionPool(host='api.siliconflow.cn', port=443): Read timed out. (read timeout=120)
2026-04-15 18:39:53,905 | INFO | [API ATTEMPT 2/3] base64_len=21460
2026-04-15 18:40:03,594 | INFO | [API SUCCESS] attempt=1 result_len=7
2026-04-15 18:40:03,597 | INFO | [API START] model=Qwen/Qwen3-VL-32B-Thinking url=https://api.siliconflow.cn/v1/chat/completions msg_count=2 temperature=0.3 max_tokens=512
2026-04-15 18:40:03,597 | INFO | [API ATTEMPT 1/3] base64_len=1648
2026-04-15 18:40:29,571 | INFO | [API SUCCESS] attempt=1 result_len=5
2026-04-15 18:40:29,576 | INFO | [API START] model=Qwen/Qwen3-VL-32B-Thinking url=https://api.siliconflow.cn/v1/chat/completions msg_count=2 temperature=0.3 max_tokens=512
2026-04-15 18:40:29,576 | INFO | [API ATTEMPT 1/3] base64_len=5336
2026-04-15 18:40:34,502 | INFO | [API SUCCESS] attempt=2 result_len=5
2026-04-15 18:40:34,503 | INFO | [API START] model=Qwen/Qwen3-VL-32B-Thinking url=https://api.siliconflow.cn/v1/chat/completions msg_count=2 temperature=0.3 max_tokens=512
2026-04-15 18:40:34,503 | INFO | [API ATTEMPT 1/3] base64_len=14240
2026-04-15 18:40:34,851 | INFO | [API SUCCESS] attempt=1 result_len=6
2026-04-15 18:40:34,854 | INFO | [API START] model=Qwen/Qwen3-VL-32B-Thinking url=https://api.siliconflow.cn/v1/chat/completions msg_count=2 temperature=0.3 max_tokens=512
2026-04-15 18:40:34,854 | INFO | [API ATTEMPT 1/3] base64_len=21820
2026-04-15 18:40:59,621 | INFO | [API SUCCESS] attempt=1 result_len=7
2026-04-15 18:40:59,624 | INFO | [API START] model=Qwen/Qwen3-VL-32B-Thinking url=https://api.siliconflow.cn/v1/chat/completions msg_count=2 temperature=0.3 max_tokens=512
2026-04-15 18:40:59,624 | INFO | [API ATTEMPT 1/3] base64_len=8908
2026-04-15 18:41:01,341 | INFO | [API SUCCESS] attempt=1 result_len=7
2026-04-15 18:41:01,356 | INFO | [API START] model=Qwen/Qwen3-VL-32B-Thinking url=https://api.siliconflow.cn/v1/chat/completions msg_count=2 temperature=0.3 max_tokens=512
2026-04-15 18:41:01,356 | INFO | [API ATTEMPT 1/3] base64_len=41180
2026-04-15 18:41:22,464 | INFO | [API SUCCESS] attempt=1 result_len=5
2026-04-15 18:41:22,468 | INFO | [API START] model=Qwen/Qwen3-VL-32B-Thinking url=https://api.siliconflow.cn/v1/chat/completions msg_count=2 temperature=0.3 max_tokens=512
2026-04-15 18:41:22,468 | INFO | [API ATTEMPT 1/3] base64_len=2660
2026-04-15 18:41:30,626 | INFO | [API SUCCESS] attempt=1 result_len=7
2026-04-15 18:41:30,632 | INFO | [API START] model=Qwen/Qwen3-VL-32B-Thinking url=https://api.siliconflow.cn/v1/chat/completions msg_count=2 temperature=0.3 max_tokens=512
2026-04-15 18:41:30,632 | INFO | [API ATTEMPT 1/3] base64_len=54960
2026-04-15 18:41:31,003 | INFO | [API SUCCESS] attempt=1 result_len=5
2026-04-15 18:41:31,019 | INFO | [API START] model=Qwen/Qwen3-VL-32B-Thinking url=https://api.siliconflow.cn/v1/chat/completions msg_count=2 temperature=0.3 max_tokens=512
2026-04-15 18:41:31,020 | INFO | [API ATTEMPT 1/3] base64_len=18020
2026-04-15 18:41:55,717 | INFO | [API SUCCESS] attempt=1 result_len=7
2026-04-15 18:41:55,739 | INFO | [API START] model=Qwen/Qwen3-VL-32B-Thinking url=https://api.siliconflow.cn/v1/chat/completions msg_count=2 temperature=0.3 max_tokens=512
2026-04-15 18:41:55,739 | INFO | [API ATTEMPT 1/3] base64_len=79612
2026-04-15 18:42:01,912 | INFO | [API SUCCESS] attempt=1 result_len=7
2026-04-15 18:42:01,916 | INFO | [API START] model=Qwen/Qwen3-VL-32B-Thinking url=https://api.siliconflow.cn/v1/chat/completions msg_count=2 temperature=0.3 max_tokens=512
2026-04-15 18:42:01,916 | INFO | [API ATTEMPT 1/3] base64_len=40880
2026-04-15 18:42:15,752 | INFO | [API SUCCESS] attempt=1 result_len=7
2026-04-15 18:42:15,760 | INFO | [API START] model=Qwen/Qwen3-VL-32B-Thinking url=https://api.siliconflow.cn/v1/chat/completions msg_count=2 temperature=0.3 max_tokens=512
2026-04-15 18:42:15,760 | INFO | [API ATTEMPT 1/3] base64_len=6076
2026-04-15 18:42:22,163 | INFO | [API SUCCESS] attempt=1 result_len=5
2026-04-15 18:42:22,165 | INFO | [API START] model=Qwen/Qwen3-VL-32B-Thinking url=https://api.siliconflow.cn/v1/chat/completions msg_count=2 temperature=0.3 max_tokens=512
2026-04-15 18:42:22,166 | INFO | [API ATTEMPT 1/3] base64_len=6448
2026-04-15 18:42:54,249 | INFO | [API SUCCESS] attempt=1 result_len=5
2026-04-15 18:42:54,250 | INFO | [API START] model=Qwen/Qwen3-VL-32B-Thinking url=https://api.siliconflow.cn/v1/chat/completions msg_count=2 temperature=0.3 max_tokens=512
2026-04-15 18:42:54,250 | INFO | [API ATTEMPT 1/3] base64_len=3876
2026-04-15 18:43:08,531 | INFO | [API SUCCESS] attempt=1 result_len=7
2026-04-15 18:43:08,534 | INFO | [API START] model=Qwen/Qwen3-VL-32B-Thinking url=https://api.siliconflow.cn/v1/chat/completions msg_count=2 temperature=0.3 max_tokens=512
2026-04-15 18:43:08,537 | INFO | [API ATTEMPT 1/3] base64_len=2032
2026-04-15 18:44:08,169 | INFO | [API SUCCESS] attempt=1 result_len=6
